timestamp,user,source_ip,event_type,status,failed_attempts,bytes_out
2026-08-24T16:32:00,helpdesk,10.0.0.28,process_start,SUCCESS,0,24009
2026-08-25T00:26:00,asmith,10.0.0.21,file_access,FAIL,1,19059
2026-08-25T15:30:00,asmith,10.0.0.19,login,SUCCESS,0,16820
2026-08-24T14:42:00,asmith,10.0.0.34,vpn,SUCCESS,0,19396
2026-08-25T09:55:00,asmith,10.0.0.26,file_access,SUCCESS,0,200
2026-08-25T10:01:00,jdoe,10.0.0.44,vpn,FAIL,0,18118
2026-08-25T02:13:00,admin,185.44.72.19,login,FAIL,18,1200
2026-08-25T02:18:00,admin,185.44.72.19,login,SUCCESS,12,2400
2026-08-25T03:41:00,serviceacct,10.0.0.22,file_access,SUCCESS,0,480000
2026-08-25T04:03:00,intern,91.214.88.7,vpn,SUCCESS,5,89000
2026-08-25T04:21:00,jdoe,10.0.0.31,file_access,SUCCESS,0,610000
